serial,name,value,notes
37-12389,CC_a0,-1.375694e-004,source_file CTDMO-H_SBE_37IM_SN_37-12389_Calibration_Files_2024-02-01.zip > 12389.cal
37-12389,CC_a1,3.111965e-004,
37-12389,CC_a2,-4.702045e-006,
37-12389,CC_a3,2.099759e-007,
37-12389,CC_g,-9.807278e-001,
37-12389,CC_h,1.548989e-001,
37-12389,CC_i,-1.965381e-004,
37-12389,CC_j,3.956552e-005,
37-12389,CC_ctcor,3.250000e-006,
37-12389,CC_cpcor,-9.570000e-008,
37-12389,CC_wbotc,3.971067e-007,
37-12389,CC_pa0,-7.632819e-001,
37-12389,CC_pa1,1.641486e-002,
37-12389,CC_pa2,-7.154620e-010,
37-12389,CC_ptca0,5.240095e+005,
37-12389,CC_ptca1,-7.885039e-001,
37-12389,CC_ptca2,-5.711951e-002,
37-12389,CC_ptcb0,2.514213e+001,
37-12389,CC_ptcb1,1.025000e-003,
37-12389,CC_ptcb2,0.000000e+000,
37-12389,CC_ptempa0,-7.338300e+001,
37-12389,CC_ptempa1,5.036134e-002,
37-12389,CC_ptempa2,-4.029022e-007,
37-12389,CC_p_range,5076,
