serial,name,value,notes
37-13632,CC_a0,-8.846550e-005,source_file: 13632.cal
37-13632,CC_a1,3.030401e-004,
37-13632,CC_a2,-4.191779e-006,
37-13632,CC_a3,1.960001e-007,
37-13632,CC_g,-9.797334e-001,
37-13632,CC_h,1.440425e-001,
37-13632,CC_i,-1.340972e-004,
37-13632,CC_j,3.293288e-005,
37-13632,CC_ctcor,3.250000e-006,
37-13632,CC_cpcor,-9.570000e-008,
37-13632,CC_wbotc,-1.277506e-007,
37-13632,CC_pa0,2.373688e-001,
37-13632,CC_pa1,1.636349e-002,
37-13632,CC_pa2,-8.282996e-010,
37-13632,CC_ptca0,5.241932e+005,
37-13632,CC_ptca1,9.074202e-002,
37-13632,CC_ptca2,2.434189e-002,
37-13632,CC_ptcb0,2.494248e+001,
37-13632,CC_ptcb1,-1.000000e-004,
37-13632,CC_ptcb2,0.000000e+000,
37-13632,CC_ptempa0,1.957287e+002,
37-13632,CC_ptempa1,-1.030001e-001,
37-13632,CC_ptempa2,3.480286e-006,
37-13632,CC_p_range,5076,
