serial,name,value,notes
37-13444,CC_a0,-1.355263e-004,source_file CTDMO-H_SBE_37IM_SN_37-13444_Calibration_Files_2024-02-11.zip > SBE 37 V2 T13444 11Feb24.pdf for a0-a3 and 13444.cal for the rest
37-13444,CC_a1,3.077950e-004,
37-13444,CC_a2,-4.327647e-006,
37-13444,CC_a3,1.983306e-007,
37-13444,CC_g,-1.005139e+000,
37-13444,CC_h,1.395515e-001,
37-13444,CC_i,-1.301603e-004,
37-13444,CC_j,3.005495e-005,
37-13444,CC_ctcor,3.250000e-006,
37-13444,CC_cpcor,-9.570000e-008,
37-13444,CC_wbotc,5.275921e-007,
37-13444,CC_pa0,-1.030369e-001,
37-13444,CC_pa1,1.606255e-002,
37-13444,CC_pa2,-7.865813e-010,
37-13444,CC_ptca0,5.248937e+005,
37-13444,CC_ptca1,-2.812292e+000,
37-13444,CC_ptca2,1.123917e-001,
37-13444,CC_ptcb0,2.519250e+001,
37-13444,CC_ptcb1,-1.000000e-004,
37-13444,CC_ptcb2,0.000000e+000,
37-13444,CC_ptempa0,1.660350e+002,
37-13444,CC_ptempa1,-8.597154e-002,
37-13444,CC_ptempa2,-7.961379e-007,
37-13444,CC_p_range,5076,
