serial,name,value,notes
37-12225,CC_a0,8.260784e-006,source_file CTDMO-H_SBE_37IM_SN_37-12225_Calibration_Files_2024-01-28.zip > 12225.cal
37-12225,CC_a1,2.782995e-004,
37-12225,CC_a2,-2.133650e-006,
37-12225,CC_a3,1.403715e-007,
37-12225,CC_g,-1.007672e+000,
37-12225,CC_h,1.747661e-001,
37-12225,CC_i,2.087665e-006,
37-12225,CC_j,3.301249e-005,
37-12225,CC_ctcor,3.250000e-006,
37-12225,CC_cpcor,-9.570000e-008,
37-12225,CC_wbotc,4.514152e-007,
37-12225,CC_pa0,-6.073749e-001,
37-12225,CC_pa1,1.599420e-002,
37-12225,CC_pa2,-6.826566e-010,
37-12225,CC_ptca0,5.243437e+005,
37-12225,CC_ptca1,-1.710647e+000,
37-12225,CC_ptca2,-2.124094e-002,
37-12225,CC_ptcb0,2.524687e+001,
37-12225,CC_ptcb1,-1.825000e-003,
37-12225,CC_ptcb2,0.000000e+000,
37-12225,CC_ptempa0,-6.753744e+001,
37-12225,CC_ptempa1,5.077814e-002,
37-12225,CC_ptempa2,-2.186034e-007,
37-12225,CC_p_range,5076,
