serial,name,value,notes
37-11641,CC_a0,-1.004479e-04,
37-11641,CC_a1,3.077362e-04,
37-11641,CC_a2,-4.645611e-06,
37-11641,CC_a3,2.068395e-07,
37-11641,CC_cpcor,-9.57E-08,
37-11641,CC_ctcor,3.25E-06,
37-11641,CC_g,-9.826119e-01,
37-11641,CC_h,1.671711e-01,
37-11641,CC_i,-5.346635e-04,
37-11641,CC_j,6.987719e-05,
37-11641,CC_p_range,1450,
37-11641,CC_pa0,2.847649e-01,
37-11641,CC_pa1,4.504075e-03,
37-11641,CC_pa2,-1.679416e-11,
37-11641,CC_ptca0,5.250926e+05,
37-11641,CC_ptca1,2.024425,
37-11641,CC_ptca2,3.128211e-02,
37-11641,CC_ptcb0,2.530937e+01,
37-11641,CC_ptcb1,-0.000925,
37-11641,CC_ptcb2,0,
37-11641,CC_ptempa0,-7.136358e+01,
37-11641,CC_ptempa1,5.071633e-02,
37-11641,CC_ptempa2,-4.651628e-07,
37-11641,CC_wbotc,-3.4281e-08,
