serial,name,value,notes
37-10261,CC_a0,-2.776717e-004,source_file CTDMO-G_SBE_37IM_SN_37-10261_Calibration_Files_2024-01-21.zip > 10261.cal
37-10261,CC_a1,3.426874e-004,
37-10261,CC_a2,-7.066239e-006,
37-10261,CC_a3,2.686066e-007,
37-10261,CC_g,-9.709939e-001,
37-10261,CC_h,1.508699e-001,
37-10261,CC_i,-4.169440e-004,
37-10261,CC_j,5.449850e-005,
37-10261,CC_ctcor,3.250000e-006,
37-10261,CC_cpcor,-9.570000e-008,
37-10261,CC_wbotc,1.966269e-007,
37-10261,CC_pa0,3.712506e-001,
37-10261,CC_pa1,4.554091e-003,
37-10261,CC_pa2,-1.665797e-011,
37-10261,CC_ptca0,5.255101e+005,
37-10261,CC_ptca1,7.547803e+000,
37-10261,CC_ptca2,-1.749632e-001,
37-10261,CC_ptcb0,2.526263e+001,
37-10261,CC_ptcb1,-7.500000e-005,
37-10261,CC_ptcb2,0.000000e+000,
37-10261,CC_ptempa0,-6.917898e+001,
37-10261,CC_ptempa1,5.272785e-002,
37-10261,CC_ptempa2,-7.338232e-007,
37-10261,CC_p_range,1450,
