serial,name,value,notes
37-13421,CC_a0,-1.586829e-004,source_file: 13421.cal
37-13421,CC_a1,3.107999e-004,
37-13421,CC_a2,-4.489226e-006,
37-13421,CC_a3,2.042915e-007,
37-13421,CC_g,-9.827412e-001,
37-13421,CC_h,1.313141e-001,
37-13421,CC_i,-7.378838e-005,
37-13421,CC_j,2.435262e-005,
37-13421,CC_ctcor,3.250000e-006,
37-13421,CC_cpcor,-9.570000e-008,
37-13421,CC_wbotc,-6.091844e-008,
37-13421,CC_pa0,1.627010e+000,
37-13421,CC_pa1,4.590677e-003,
37-13421,CC_pa2,-3.636161e-011,
37-13421,CC_ptca0,5.251040e+005,
37-13421,CC_ptca1,9.592610e+000,
37-13421,CC_ptca2,2.780552e-001,
37-13421,CC_ptcb0,2.499737e+001,
37-13421,CC_ptcb1,7.500000e-005,
37-13421,CC_ptcb2,0.000000e+000,
37-13421,CC_ptempa0,1.467590e+002,
37-13421,CC_ptempa1,-6.557290e-002,
37-13421,CC_ptempa2,3.572209e-007,
