serial,name,value,notes
BBFL2W-1518,CC_dark_counts_cdom,50,date in filename comes from dev file
BBFL2W-1518,CC_scale_factor_cdom,0.38691,Original scale factor (0.09080) corrected by Sea-Bird with the new value of 0.38691 = 0.09080 * 5.62 * 0.75821
BBFL2W-1518,CC_dark_counts_chlorophyll_a,50,
BBFL2W-1518,CC_scale_factor_chlorophyll_a,.0121,
BBFL2W-1518,CC_dark_counts_volume_scatter,50,
BBFL2W-1518,CC_scale_factor_volume_scatter,3.217e-06,
BBFL2W-1518,CC_depolarization_ratio,0.039,Constant
BBFL2W-1518,CC_measurement_wavelength,700,[nm]; Constant
BBFL2W-1518,CC_scattering_angle,124,[degrees]; Constant
BBFL2W-1518,CC_angular_resolution,1.076,Erroneously named constant; this coefficient scales the particulate scattering at 124 degrees to total backscatter from particles
