serial,name,value,notes
16-50325,CC_a0,1.21169095e-003,
16-50325,CC_a1,2.84465136e-004,
16-50325,CC_a2,-2.04546291e-006,
16-50325,CC_a3,2.18760764e-007,
16-50325,CC_cpcor,-9.57000000e-008,
16-50325,CC_ctcor,3.2500e-006,
16-50325,CC_g,-1.01111872e+000,
16-50325,CC_h,1.48152777e-001,
16-50325,CC_i,-1.66682689e-004,
16-50325,CC_j,3.31508005e-005,
16-50325,CC_pa0,-2.26044470e-001,
16-50325,CC_pa1,8.92068184e-003,
16-50325,CC_pa2,4.52532085e-011,
16-50325,CC_ptca0,5.27834395e+005,
16-50325,CC_ptca1,-9.47466453e+000,
16-50325,CC_ptca2,3.56012347e-001,
16-50325,CC_ptcb0,1.04189051e+002,
16-50325,CC_ptcb1,-6.66425769e-003,
16-50325,CC_ptcb2,0.00000000e+000,
16-50325,CC_ptempa0,-8.65341156e+001,
16-50325,CC_ptempa1,3.99197397e+001,
16-50325,CC_ptempa2,1.56782000e+000,
16-50325,CC_offset,0,
