serial,name,value,notes
16-50128,CC_a0,1.19652094e-003,
16-50128,CC_a1,2.82239165e-004,
16-50128,CC_a2,-1.29348231e-006,
16-50128,CC_a3,1.94098346e-007,
16-50128,CC_cpcor,-9.57000000e-008,
16-50128,CC_ctcor,3.2500e-006,
16-50128,CC_g,-9.98880055e-001,
16-50128,CC_h,1.54061076e-001,
16-50128,CC_i,-1.24828151e-004,
16-50128,CC_j,3.40698429e-005,
16-50128,CC_pa0,2.06579960e+000,
16-50128,CC_pa1,1.56555569e-002,
16-50128,CC_pa2,-6.53636742e-010,
16-50128,CC_ptca0,5.25540701e+005,
16-50128,CC_ptca1,8.70314781e+000,
16-50128,CC_ptca2,-1.28984331e-001,
16-50128,CC_ptcb0,2.51935062e+001,
16-50128,CC_ptcb1,-4.98753117e-004,
16-50128,CC_ptcb2,0.00000000e+000,
16-50128,CC_ptempa0,-6.09358668e+001,
16-50128,CC_ptempa1,5.00934046e+001,
16-50128,CC_ptempa2,2.79149942e-001,
16-50128,CC_offset,0,
