serial,name,value,notes
16-50325,CC_a0,1.23441799e-003,
16-50325,CC_a1,2.75880203e-004,
16-50325,CC_a2,-9.65181932e-007,
16-50325,CC_a3,1.73451660e-007,
16-50325,CC_cpcor,-9.57000000e-008,
16-50325,CC_ctcor,3.2500e-006,
16-50325,CC_g,-1.01119716e+000,
16-50325,CC_h,1.48170722e-001,
16-50325,CC_i,-1.70622026e-004,
16-50325,CC_j,3.42605772e-005,
16-50325,CC_pa0,-2.78919387e-001,
16-50325,CC_pa1,8.91964932e-003,
16-50325,CC_pa2,4.59730803e-011,
16-50325,CC_ptca0,5.27836873e+005,
16-50325,CC_ptca1,-9.62332978e+000,
16-50325,CC_ptca2,3.58155923e-001,
16-50325,CC_ptcb0,1.04189051e+002,
16-50325,CC_ptcb1,-6.66425769e-003,
16-50325,CC_ptcb2,0.00000000e+000,
16-50325,CC_ptempa0,-8.87677628e+001,
16-50325,CC_ptempa1,4.18173657e+001,
16-50325,CC_ptempa2,1.16629640e+000,
16-50325,CC_offset,0,
