serial,name,value,notes
16-50031,CC_a0,1.29311968e-003,
16-50031,CC_a1,2.67898511e-004,
16-50031,CC_a2,-8.00731042e-007,
16-50031,CC_a3,1.67541111e-007,
16-50031,CC_cpcor,-9.57000000e-008,
16-50031,CC_ctcor,3.2500e-006,
16-50031,CC_g,-9.74365152e-001,
16-50031,CC_h,1.35942632e-001,
16-50031,CC_i,-1.59254259e-004,
16-50031,CC_j,3.14569828e-005,
16-50031,CC_pa0,7.13344536e-001,
16-50031,CC_pa1,1.56647433e-002,
16-50031,CC_pa2,-6.42824540e-010,
16-50031,CC_ptca0,5.24541449e+005,
16-50031,CC_ptca1,2.67633119e+000,
16-50031,CC_ptca2,-2.19199352e-002,
16-50031,CC_ptcb0,2.50451250e+001,
16-50031,CC_ptcb1,4.25000000e-004,
16-50031,CC_ptcb2,0.00000000e+000,
16-50031,CC_ptempa0,-6.56596628e+001,
16-50031,CC_ptempa1,5.25792282e+001,
16-50031,CC_ptempa2,-2.58718949e-001,
16-50031,CC_offset,0,
