serial,name,value,notes
16-50119,CC_a0,1.26415756e-003,
16-50119,CC_a1,2.76147721e-004,
16-50119,CC_a2,-1.64588351e-006,
16-50119,CC_a3,2.00585283e-007,
16-50119,CC_cpcor,-9.57000000e-008,
16-50119,CC_ctcor,3.2500e-006,
16-50119,CC_g,-9.78147081e-001,
16-50119,CC_h,1.40236198e-001,
16-50119,CC_i,-2.02634778e-004,
16-50119,CC_j,3.61249234e-005,
16-50119,CC_pa0,-1.04235053e+000,
16-50119,CC_pa1,1.56293729e-002,
16-50119,CC_pa2,-6.32736828e-010,
16-50119,CC_ptca0,5.24782004e+005,
16-50119,CC_ptca1,-6.87545644e+000,
16-50119,CC_ptca2,1.81103521e-001,
16-50119,CC_ptcb0,2.51698750e+001,
16-50119,CC_ptcb1,1.17500000e-003,
16-50119,CC_ptcb2,0.00000000e+000,
16-50119,CC_ptempa0,-6.27975359e+001,
16-50119,CC_ptempa1,5.07040919e+001,
16-50119,CC_ptempa2,5.08268281e-002,
16-50119,CC_offset,0,
