serial,name,value,notes
16-7234,CC_a0,1.25874477e-003,
16-7234,CC_a1,2.74056877e-004,
16-7234,CC_a2,-1.05670876e-006,
16-7234,CC_a3,1.77655207e-007,
16-7234,CC_cpcor,-9.57000000e-008,
16-7234,CC_ctcor,3.2500e-006,
16-7234,CC_g,-9.67682335e-001,
16-7234,CC_h,1.45097857e-001,
16-7234,CC_i,-1.87535977e-004,
16-7234,CC_j,3.42037826e-005,
16-7234,CC_pa0,9.32540494e-001,
16-7234,CC_pa1,1.55872045e-002,
16-7234,CC_pa2,-6.39411179e-010,
16-7234,CC_ptca0,5.26807171e+005,
16-7234,CC_ptca1,5.70568891e+000,
16-7234,CC_ptca2,-1.34541167e-001,
16-7234,CC_ptcb0,2.55066250e+001,
16-7234,CC_ptcb1,1.25000000e-004,
16-7234,CC_ptcb2,0.00000000e+000,
16-7234,CC_ptempa0,-6.09576830e+001,
16-7234,CC_ptempa1,5.23326772e+001,
16-7234,CC_ptempa2,3.14321385e-002,
16-7234,CC_offset,0,
