serial,name,value,notes
16-50210,CC_a0,1.22129374e-003,
16-50210,CC_a1,2.74378364e-004,
16-50210,CC_a2,-3.89889254e-007,
16-50210,CC_a3,1.50904922e-007,
16-50210,CC_cpcor,-9.57000000e-008,
16-50210,CC_ctcor,3.2500e-006,
16-50210,CC_g,-9.82773906e-001,
16-50210,CC_h,1.21631941e-001,
16-50210,CC_i,-3.35407607e-005,
16-50210,CC_j,1.76386939e-005,
16-50210,CC_pa0,-3.10191111e-001,
16-50210,CC_pa1,8.86247478e-003,
16-50210,CC_pa2,-1.44518627e-010,
16-50210,CC_ptca0,5.24097356e+005,
16-50210,CC_ptca1,-3.37831581e+000,
16-50210,CC_ptca2,8.62846023e-002,
16-50210,CC_ptcb0,2.51412500e+001,
16-50210,CC_ptcb1,6.50000000e-004,
16-50210,CC_ptcb2,0.00000000e+000,
16-50210,CC_ptempa0,-5.08396998e+001,
16-50210,CC_ptempa1,5.55258866e+001,
16-50210,CC_ptempa2,-6.93360933e-001,
16-50210,CC_offset,0,
