serial,name,value,notes
16-50326,CC_a0,1.29620383e-003,
16-50326,CC_a1,2.65921720e-004,
16-50326,CC_a2,-4.21862855e-007,
16-50326,CC_a3,1.47775163e-007,
16-50326,CC_cpcor,-9.57000000e-008,
16-50326,CC_ctcor,3.2500e-006,
16-50326,CC_g,-1.00092751e+000,
16-50326,CC_h,1.42605287e-001,
16-50326,CC_i,-9.00351824e-005,
16-50326,CC_j,2.56349024e-005,
16-50326,CC_pa0,-1.51300781e-001,
16-50326,CC_pa1,8.84567022e-003,
16-50326,CC_pa2,5.13605880e-011,
16-50326,CC_ptca0,5.23582832e+005,
16-50326,CC_ptca1,-9.31614227e+000,
16-50326,CC_ptca2,4.10610624e-001,
16-50326,CC_ptcb0,2.51377500e+001,
16-50326,CC_ptcb1,1.50000000e-004,
16-50326,CC_ptcb2,0.00000000e+000,
16-50326,CC_ptempa0,-8.82020511e+001,
16-50326,CC_ptempa1,3.99538983e+001,
16-50326,CC_ptempa2,1.97984621e+000,
16-50326,CC_offset,0,
