serial,name,value,notes
16-50068,CC_a0,1.252091e-03,date in filename comes from latest sensor caldate within QCT cap file
16-50068,CC_a1,2.737437e-04,
16-50068,CC_a2,-9.948122e-07,
16-50068,CC_a3,1.745209e-07,
16-50068,CC_cpcor,-9.570000e-08,
16-50068,CC_ctcor,3.250000e-06,
16-50068,CC_g,-9.988258e-01,
16-50068,CC_h,1.501622e-01,
16-50068,CC_i,-3.363351e-04,
16-50068,CC_j,4.794291e-05,
16-50068,CC_pa0,1.118848e+01,
16-50068,CC_pa1,2.645924e-03,
16-50068,CC_pa2,2.310909e-11,
16-50068,CC_ptca0,5.241480e+05,
16-50068,CC_ptca1,3.146731e+02,
16-50068,CC_ptca2,-5.480219e+00,
16-50068,CC_ptcb0,2.503200e+01,
16-50068,CC_ptcb1,0.000000e-41,
16-50068,CC_ptcb2,0.000000e+00,
16-50068,CC_ptempa0,-7.233879e+01,
16-50068,CC_ptempa1,5.192481e+01,
16-50068,CC_ptempa2,-2.907311e-01,
