serial,name,value,notes
16-50005,CC_a0,1.295732e-03,date in filename comes from latest sensor caldate within QCT cap file
16-50005,CC_a1,2.646810e-04,
16-50005,CC_a2,-2.214322e-07,
16-50005,CC_a3,1.438717e-07,
16-50005,CC_cpcor,-9.570000e-08,
16-50005,CC_ctcor,3.250000e-06,
16-50005,CC_g,-9.877505e-01,
16-50005,CC_h,1.403497e-01,
16-50005,CC_i,-5.648168e-04,
16-50005,CC_j,5.680701e-05,
16-50005,CC_pa0,-2.084866e+00,
16-50005,CC_pa1,2.649923e-03,
16-50005,CC_pa2,1.929976e-11,
16-50005,CC_ptca0,5.245962e+05,
16-50005,CC_ptca1,-5.784114e+01,
16-50005,CC_ptca2,9.788898e-01,
16-50005,CC_ptcb0,2.488887e+01,
16-50005,CC_ptcb1,-6.250000e-04,
16-50005,CC_ptcb2,0.000000e+00,
16-50005,CC_ptempa0,-6.256955e+01,
16-50005,CC_ptempa1,5.140830e+01,
16-50005,CC_ptempa2,1.936816e-02,
