serial,name,value,notes
16-50068,CC_a0,1.296332e-03,generated from QCT file 3305-00102-00402-A.cap
16-50068,CC_a1,2.571477e-04,
16-50068,CC_a2,1.073212e-06,
16-50068,CC_a3,8.896399e-08,
16-50068,CC_cpcor,-9.570000e-08,
16-50068,CC_ctcor,3.250000e-06,
16-50068,CC_g,-9.967966e-01,
16-50068,CC_h,1.493796e-01,
16-50068,CC_i,-1.096930e-04,
16-50068,CC_j,3.123031e-05,
16-50068,CC_pa0,1.094964e+01,
16-50068,CC_pa1,2.653000e-03,
16-50068,CC_pa2,9.541065e-12,
16-50068,CC_ptca0,5.241430e+05,
16-50068,CC_ptca1,3.138764e+02,
16-50068,CC_ptca2,-5.525644e+00,
16-50068,CC_ptcb0,2.503200e+01,
16-50068,CC_ptcb1,0.000000e-41,
16-50068,CC_ptcb2,0.000000e+00,
16-50068,CC_ptempa0,-7.251139e+01,
16-50068,CC_ptempa1,5.215832e+01,
16-50068,CC_ptempa2,-3.572799e-01,
