CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
AR21,,AR21,,GI05MOAS-GL486-00-ENG000000,2,1,2017-08-09T09:55:00,2017-08-09T14:19:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGCON-GLDROO-00486,59.8617,-39.1491,,1000,1000,glider leaked - was recovered on the same day,,
AR21,,AR21,,GI05MOAS-GL486-01-FLORDM000,2,1,2017-08-09T09:55:00,2017-08-09T14:19:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-FLORDM-03551,59.8617,-39.1491,,1000,1000,glider leaked - was recovered on the same day,,
AR21,,AR21,,GI05MOAS-GL486-02-DOSTAM000,2,1,2017-08-09T09:55:00,2017-08-09T14:19:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-DOSTAM-00323,59.8617,-39.1491,,1000,1000,glider leaked - was recovered on the same day,,
AR21,,AR21,,GI05MOAS-GL486-04-CTDGVM000,2,1,2017-08-09T09:55:00,2017-08-09T14:19:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-CTDGVM-09174,59.8617,-39.1491,,1000,1000,glider leaked - was recovered on the same day,,
AR76-03,,AR84-01,,GI05MOAS-GL486-00-ENG000000,3,1,2023-08-30T15:04:00,2024-06-12T12:58:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGCON-GLDROO-00486,59.8827,-39.0369,,1000,1000,,,
AR76-03,,AR84-01,,GI05MOAS-GL486-01-FLORDM000,3,1,2023-08-30T15:04:00,2024-06-12T12:58:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-FLORDM-03551,59.8827,-39.0369,,1000,1000,,,
AR76-03,,AR84-01,,GI05MOAS-GL486-02-DOSTAM000,3,1,2023-08-30T15:04:00,2024-06-12T12:58:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-DOSTAM-00566,59.8827,-39.0369,,1000,1000,top mount,,
AR76-03,,AR84-01,,GI05MOAS-GL486-04-CTDGVM000,3,1,2023-08-30T15:04:00,2024-06-12T12:58:00,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-CTDGVM-09174,59.8827,-39.0369,,1000,1000,,,
RR2505,,,,GI05MOAS-GL486-00-ENG000000,4,1,2025-07-20T20:44:00,,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGCON-GLDROO-00486,59.91875,-38.948917,,1000,1000,,,
RR2505,,,,GI05MOAS-GL486-01-FLORDM000,4,1,2025-07-20T20:44:00,,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-FLORDM-03551,59.91875,-38.948917,,1000,1000,,,
RR2505,,,,GI05MOAS-GL486-02-DOSTAM000,4,1,2025-07-20T20:44:00,,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-DOSTAM-00362,59.91875,-38.948917,,1000,1000,top mount,,
RR2505,,,,GI05MOAS-GL486-04-CTDGVM000,4,1,2025-07-20T20:44:00,,CGVGI-05MOAS-00000,CGVEH-GLDROO-00486,CGINS-CTDGVM-09174,59.91875,-38.948917,,1000,1000,,,
