deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
1,CE04OSSM-RIC21-00-CPMENG000,OL000380,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID26-00-DCLENG000,OL000383,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID26-01-ADCPTC000,CGINS-ADCPTC-19002,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID26-04-VELPTA000,CGINS-VELPTA-11787,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID26-06-PHSEND000,CGINS-PHSEND-P0124,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00256,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00249,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID27-00-DCLENG000,OL000384,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00183,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01151,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID27-03-CTDBPC000,CGINS-CTDBPC-50013,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00291,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,7,585,,,C
1,CE04OSSM-SBC11-00-CPMENG000,OL000379,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD11-00-DCLENG000,OL000381,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD11-01-MOPAK0000,OL000376,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD11-02-HYDGN0000,OL000377,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD11-04-VELPTA000,CGINS-VELPTA-11748,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,1.3,585,,,C
1,CE04OSSM-SBD11-06-METBKA000,CGINS-METLGR-00009,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD11-06-METBKA001,CGINS-METCTD-10905,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,1,585,,,C
1,CE04OSSM-SBD11-06-METBKA002,CGINS-METBPR-00253,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,-4,585,,,C
1,CE04OSSM-SBD11-06-METBKA003,CGINS-METHRH-00274,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,-4,585,,,C
1,CE04OSSM-SBD11-06-METBKA004,CGINS-METLWR-00248,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,-4,585,,,C
1,CE04OSSM-SBD11-06-METBKA005,CGINS-METPRC-00238,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,-4,585,,,C
1,CE04OSSM-SBD11-06-METBKA006,CGINS-METSWR-00244,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,-4,585,,,C
1,CE04OSSM-SBD11-06-METBKA007,CGINS-METWND-00243,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,-5,585,,,C
1,CE04OSSM-SBD12-00-DCLENG000,OL000382,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD12-03-HYDGN0000,OL000378,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
1,CE04OSSM-SBD12-04-PCO2AA000,CGINS-PCO2AA-33199,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0.7,585,,,C
1,CE04OSSM-SBD12-05-WAVSSA000,CGINS-WAVSSA-05301,2015-04-07T23:00:00,2016-05-09T14:53:00,44.3667,-124.94452,CGMCE-04OSSM-00003,OC1503D,,1,,TN342,,500,0,585,,,C
2,CE04OSSM-RIC21-00-CPMENG000,CGCON-NCPM02-00007,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID26-00-DCLENG000,CGCON-NDCL26-00025,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID26-01-ADCPTC000,CGINS-ADCPTC-22808,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID26-04-VELPTA000,CGINS-VELPTA-08381,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID26-06-PHSEND000,CGINS-PHSEND-P0122,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00243,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00295,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID27-00-DCLENG000,OL000395,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00261,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID27-02-FLORTD000,CGINS-FLORTD-01290,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID27-03-CTDBPC000,CGINS-CTDBPC-50010,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00220,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,7,585,,,C
2,CE04OSSM-SBC11-00-CPMENG000,CGCON-BCPM01-00008,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,0,585,,,C
2,CE04OSSM-SBD11-00-DCLENG000,CGCON-BDCL11-00008,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,0,585,,,C
2,CE04OSSM-SBD11-01-MOPAK0000,CGINS-MOPAK0-43261,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,0,585,,,C
2,CE04OSSM-SBD11-02-HYDGN0000,CGINS-HYDGN0-41879,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,0,585,,,C
2,CE04OSSM-SBD11-04-VELPTA000,CGINS-VELPTA-11790,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,1.3,585,,,C
2,CE04OSSM-SBD11-06-METBKA000,CGINS-METLGR-00030,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,0,585,,,C
2,CE04OSSM-SBD11-06-METBKA001,CGINS-METCTD-10904,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,1,585,,,C
2,CE04OSSM-SBD11-06-METBKA002,CGINS-METBPR-00249,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,-4,585,,,C
2,CE04OSSM-SBD11-06-METBKA003,CGINS-METHRH-00283,2016-05-16T04:48:00,2016-10-01T15:21:00,44.36485,-124.94343,CGMCE-04OSSM-00002,TN342,,1,,AT37-03,,500,-4,585,,,C
