CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,Reference Designator,deploymentNumber,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
KH20240821,,PH20241119,,CP15MOAS-GL559-00-ENG000000,1,1,2024-08-21T16:14:00,2024-11-19T21:26:00,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGCON-GLDRCP-00559,35.94267,-74.77592,,1000,1000,OM,,
KH20240821,,PH20241119,,CP15MOAS-GL559-01-ADCPAM000,1,1,2024-08-21T16:14:00,2024-11-19T21:26:00,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-ADCPAM-72777,35.94267,-74.77592,,1000,1000,OM,,
KH20240821,,PH20241119,,CP15MOAS-GL559-02-FLORTM000,1,1,2024-08-21T16:14:00,2024-11-19T21:26:00,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-FLORTM-03190,35.94267,-74.77592,,1000,1000,OM,,
KH20240821,,PH20241119,,CP15MOAS-GL559-03-CTDGVM000,1,1,2024-08-21T16:14:00,2024-11-19T21:26:00,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-CTDGVM-09083,35.94267,-74.77592,,1000,1000,OM,,
KH20240821,,PH20241119,,CP15MOAS-GL559-04-DOSTAM000,1,1,2024-08-21T16:14:00,2024-11-19T21:26:00,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-DOSTAM-00539,35.94267,-74.77592,,1000,1000,OM; top mount,,
KH20240821,,PH20241119,,CP15MOAS-GL559-05-PARADM000,1,1,2024-08-21T16:14:00,2024-11-19T21:26:00,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-PARADM-50203,35.94267,-74.77592,,1000,1000,OM,,
KH20250814,,,,CP15MOAS-GL559-00-ENG000000,2,1,2025-08-14T13:39:00,,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGCON-GLDRCP-00559,35.94567,-74.73727,,1000,1000,OM,,
KH20250814,,,,CP15MOAS-GL559-01-ADCPAM000,2,1,2025-08-14T13:39:00,,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-ADCPAM-49696,35.94567,-74.73727,,1000,1000,OM,,
KH20250814,,,,CP15MOAS-GL559-02-FLORTM000,2,1,2025-08-14T13:39:00,,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-FLORTM-03884,35.94567,-74.73727,,1000,1000,OM,,
KH20250814,,,,CP15MOAS-GL559-03-CTDGVM000,2,1,2025-08-14T13:39:00,,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-CTDGVM-09055,35.94567,-74.73727,,1000,1000,OM,,
KH20250814,,,,CP15MOAS-GL559-04-DOSTAM000,2,1,2025-08-14T13:39:00,,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-DOSTAM-00192,35.94567,-74.73727,,1000,1000,OM; top mount,,
KH20250814,,,,CP15MOAS-GL559-05-PARADM000,2,1,2025-08-14T13:39:00,,CGVCP-15MOAS-00000,CGVEH-GLDRCP-00559,CGINS-PARADM-50324,35.94567,-74.73727,,1000,1000,OM,,
