deploymentNumber,Reference Designator,sensor.uid,startDateTime,stopDateTime,lat,lon,mooring.uid,CUID_Deploy,node.uid,versionNumber,deployedBy,CUID_Recover,recoveredBy,orbit,deployment_depth,water_depth,notes,electrical.uid,assembly_template_revision
1,CE07SHSM-MFC31-00-CPMENG000,OL000410,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD35-00-DCLENG000,OL000415,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD35-01-VEL3DD000,CGINS-VEL3DD-11707,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD35-02-PRESFB000,CGINS-PRESFB-01384,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD35-04-ADCPTC000,CGINS-ADCPTC-19000,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD35-05-PCO2WB000,CGINS-PCO2WB-C0083,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD35-06-PHSEND000,CGINS-PHSEND-P0120,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD37-00-DCLENG000,OL000416,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD37-01-OPTAAD000,CGINS-OPTAAD-00127,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD37-03-CTDBPC000,CGINS-CTDBPC-50009,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD37-03-DOSTAD000,CGINS-DOSTAD-00218,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,,,C
1,CE07SHSM-MFD37-06-CAMDSA000,CGINS-CAMDSA-00113,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-MFD37-07-ZPLSCC000,CGINS-ZPLSCC-55078,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,87,87,nominal_depth,,C
1,CE07SHSM-RIC21-00-CPMENG000,OL000409,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID26-00-DCLENG000,OL000413,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID26-01-ADCPTA000,CGINS-ADCPTA-18222,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID26-04-VELPTA000,CGINS-VELPTA-11405,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID26-06-PHSEND000,CGINS-PHSEND-P0088,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00253,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00242,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID27-00-DCLENG000,OL000414,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00124,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID27-02-FLORTD000,CGINS-FLORTD-01152,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID27-03-CTDBPC000,CGINS-CTDBPC-50007,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00217,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,7,87,nominal_depth,,C
1,CE07SHSM-SBC11-00-CPMENG000,OL000408,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD11-00-DCLENG000,OL000411,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD11-01-MOPAK0000,OL000405,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD11-02-HYDGN0000,OL000406,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD11-04-VELPTA000,CGINS-VELPTA-11401,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,1.3,87,,,C
1,CE07SHSM-SBD11-06-METBKA000,CGINS-METLGR-00008,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD11-06-METBKA001,CGINS-METCTD-10903,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,1,87,,,C
1,CE07SHSM-SBD11-06-METBKA002,CGINS-METBPR-00257,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,-4,87,,,C
1,CE07SHSM-SBD11-06-METBKA003,CGINS-METHRH-00267,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,-4,87,,,C
1,CE07SHSM-SBD11-06-METBKA004,CGINS-METLWR-00250,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,-4,87,,,C
1,CE07SHSM-SBD11-06-METBKA005,CGINS-METPRC-00239,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,-4,87,,,C
1,CE07SHSM-SBD11-06-METBKA006,CGINS-METSWR-00250,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,-4,87,,,C
1,CE07SHSM-SBD11-06-METBKA007,CGINS-METWND-00240,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,-5,87,,,C
1,CE07SHSM-SBD12-00-DCLENG000,OL000412,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD12-03-HYDGN0000,OL000407,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
1,CE07SHSM-SBD12-04-PCO2AA000,CGINS-PCO2AA-34196,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0.7,87,,,C
1,CE07SHSM-SBD12-05-WAVSSA000,CGINS-WAVSSA-05271,2015-04-05T17:15:00,2015-09-23T15:08:00,46.98611,-124.56611,CGMCE-07SHSM-00001,OC1503D,,1,,TN330,,250,0,87,nominal_depth,,C
2,CE07SHSM-MFC31-00-CPMENG000,OL000422,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD35-00-DCLENG000,OL000427,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD35-01-VEL3DD000,CGINS-VEL3DD-12266,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD35-02-PRESFB000,CGINS-PRESFB-01396,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD35-04-ADCPTC000,CGINS-ADCPTC-22114,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD35-05-PCO2WB000,CGINS-PCO2WB-C0119,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD35-06-PHSEND000,CGINS-PHSEND-P0123,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD37-00-DCLENG000,OL000428,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD37-01-OPTAAD000,CGINS-OPTAAD-00182,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD37-03-CTDBPC000,CGINS-CTDBPC-50006,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD37-03-DOSTAD000,CGINS-DOSTAD-00479,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,,,C
2,CE07SHSM-MFD37-06-CAMDSA000,CGINS-CAMDSA-00111,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-MFD37-07-ZPLSCC000,CGINS-ZPLSCC-55098,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,87,87,nominal_depth,,C
2,CE07SHSM-RIC21-00-CPMENG000,OL000421,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID26-00-DCLENG000,OL000425,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID26-01-ADCPTA000,CGINS-ADCPTC-22809,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID26-04-VELPTA000,CGINS-VELPTA-12703,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID26-06-PHSEND000,CGINS-PHSEND-P0085,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID26-07-NUTNRB000,CGINS-NUTNRB-00288,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID26-08-SPKIRB000,CGINS-SPKIRB-00232,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID27-00-DCLENG000,OL000426,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID27-01-OPTAAD000,CGINS-OPTAAD-00260,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID27-02-FLORTD000,CGINS-FLORTD-01302,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID27-03-CTDBPC000,CGINS-CTDBPC-50015,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00483,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,7,87,nominal_depth,,C
2,CE07SHSM-SBC11-00-CPMENG000,OL000420,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD11-00-DCLENG000,OL000423,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD11-01-MOPAK0000,CGINS-MOPAK0-43252,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD11-02-HYDGN0000,OL000417,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD11-04-VELPTA000,CGINS-VELPTA-12712,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,1.3,87,,,C
2,CE07SHSM-SBD11-06-METBKA000,CGINS-METLGR-00027,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD11-06-METBKA001,CGINS-METCTD-13469,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,1,87,,,C
2,CE07SHSM-SBD11-06-METBKA002,CGINS-METBPR-00254,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,-4,87,,,C
2,CE07SHSM-SBD11-06-METBKA003,CGINS-METHRH-00292,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,-4,87,,,C
2,CE07SHSM-SBD11-06-METBKA004,CGINS-METLWR-00281,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,-4,87,,,C
2,CE07SHSM-SBD11-06-METBKA005,CGINS-METPRC-00263,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,-4,87,,,C
2,CE07SHSM-SBD11-06-METBKA006,CGINS-METSWR-00280,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,-4,87,,,C
2,CE07SHSM-SBD11-06-METBKA007,CGINS-METWND-00268,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,-5,87,,,C
2,CE07SHSM-SBD12-00-DCLENG000,OL000424,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD12-03-HYDGN0000,OL000418,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
2,CE07SHSM-SBD12-04-PCO2AA000,CGINS-PCO2AA-35256,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0.7,87,,,C
2,CE07SHSM-SBD12-05-WAVSSA000,CGINS-WAVSSA-06281,2015-10-13T17:02:00,2016-05-13T22:15:00,46.98749,-124.56871,CGMCE-07SHSM-00002,OC1510A,,1,,TN342,,250,0,87,nominal_depth,,C
3,CE07SHSM-MFC31-00-CPMENG000,CGCON-MCPM03-00005,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD35-00-DCLENG000,CGCON-MDCL35-00001,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD35-01-VEL3DD000,CGINS-VEL3DD-11710,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD35-02-PRESFB000,CGINS-PRESFB-01384,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD35-04-ADCPTC000,CGINS-ADCPTC-19000,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD35-05-PCO2WB000,CGINS-PCO2WB-C0147,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD35-06-PHSEND000,CGINS-PHSEND-P0187,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD37-00-DCLENG000,CGCON-MDCL37-00005,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
3,CE07SHSM-MFD37-01-OPTAAD000,CGINS-OPTAAD-00149,2016-05-05T19:08:00,2016-09-27T19:47:00,46.98953,-124.56876,CGMCE-07SHSM-00003,TN342,,1,,AT37-03,,250,87,87,nominal_depth,,C
