serial,name,value,notes
37-13380,CC_a0,-1.274972e-004,source_file CTDMO-Q_SBE_37IM_SN_37-13380_Calibration_Files_2025-01-20.zip > 13380.cal
37-13380,CC_a1,3.090238e-004,
37-13380,CC_a2,-4.496010e-006,
37-13380,CC_a3,2.035391e-007,
37-13380,CC_g,-9.926000e-001,
37-13380,CC_h,1.312247e-001,
37-13380,CC_i,-1.369994e-004,
37-13380,CC_j,2.838867e-005,
37-13380,CC_ctcor,3.250000e-006,
37-13380,CC_cpcor,-9.570000e-008,
37-13380,CC_wbotc,0.000000e+000,
37-13380,CC_pa0,7.568390e-001,
37-13380,CC_pa1,4.566294e-003,
37-13380,CC_pa2,-3.790029e-011,
37-13380,CC_ptca0,5.250092e+005,
37-13380,CC_ptca1,1.138475e+000,
37-13380,CC_ptca2,2.821672e-001,
37-13380,CC_ptcb0,2.503225e+001,
37-13380,CC_ptcb1,5.000000e-005,
37-13380,CC_ptcb2,0.000000e+000,
37-13380,CC_ptempa0,1.557763e+002,
37-13380,CC_ptempa1,-6.825086e-002,
37-13380,CC_ptempa2,6.123026e-007,
37-13380,CC_p_range,1450,
