serial,name,value,notes
37-12635,CC_a0,-1.116909e-004,source_file: 12635.cal
37-12635,CC_a1,3.037156e-004,
37-12635,CC_a2,-4.018490e-006,
37-12635,CC_a3,1.871924e-007,
37-12635,CC_g,-1.010211e+000,
37-12635,CC_h,1.601191e-001,
37-12635,CC_i,-1.462936e-004,
37-12635,CC_j,3.737752e-005,
37-12635,CC_ctcor,3.250000e-006,
37-12635,CC_cpcor,-9.570000e-008,
37-12635,CC_wbotc,3.316240e-008,
37-12635,CC_pa0,2.256643e-001,
37-12635,CC_pa1,4.503731e-003,
37-12635,CC_pa2,-1.755464e-011,
37-12635,CC_ptca0,5.245101e+005,
37-12635,CC_ptca1,1.837833e+000,
37-12635,CC_ptca2,2.193718e-002,
37-12635,CC_ptcb0,2.549575e+001,
37-12635,CC_ptcb1,-2.500000e-004,
37-12635,CC_ptcb2,0.000000e+000,
37-12635,CC_ptempa0,-7.129122e+001,
37-12635,CC_ptempa1,4.958098e-002,
37-12635,CC_ptempa2,-2.228129e-007,
37-12635,CC_p_range,1450,
