serial,name,value,notes
37-13379,CC_a0,4.612759e-006,source_file: 13379.cal
37-13379,CC_a1,2.786841e-004,
37-13379,CC_a2,-2.226118e-006,
37-13379,CC_a3,1.441101e-007,
37-13379,CC_g,-9.871297e-001,
37-13379,CC_h,1.354899e-001,
37-13379,CC_i,-7.757827e-005,
37-13379,CC_j,2.529117e-005,
37-13379,CC_ctcor,3.250000e-006,
37-13379,CC_cpcor,-9.570000e-008,
37-13379,CC_wbotc,1.862654e-007,
37-13379,CC_pa0,9.558947e-002,
37-13379,CC_pa1,4.614499e-003,
37-13379,CC_pa2,-3.254147e-011,
37-13379,CC_ptca0,5.241628e+005,
37-13379,CC_ptca1,8.750851e-001,
37-13379,CC_ptca2,2.288397e-003,
37-13379,CC_ptcb0,2.505987e+001,
37-13379,CC_ptcb1,-2.500000e-005,
37-13379,CC_ptcb2,0.000000e+000,
37-13379,CC_ptempa0,1.442079e+002,
37-13379,CC_ptempa1,-6.965312e-002,
37-13379,CC_ptempa2,1.062329e-006,
37-13379,CC_p_range,1450,
