serial,name,value,notes
37-12934,CC_a0,-1.407987e-004,source_file CTDMO-Q_SBE_37IM_SN_37-12934_Calibration_Files_2024-01-18.zip > 12934.cal
37-12934,CC_a1,3.133928e-004,
37-12934,CC_a2,-4.939422e-006,
37-12934,CC_a3,2.150037e-007,
37-12934,CC_g,-9.908253e-001,
37-12934,CC_h,1.480045e-001,
37-12934,CC_i,-1.093647e-004,
37-12934,CC_j,2.989877e-005,
37-12934,CC_ctcor,3.250000e-006,
37-12934,CC_cpcor,-9.570000e-008,
37-12934,CC_wbotc,9.659268e-008,
37-12934,CC_pa0,1.889903e-001,
37-12934,CC_pa1,4.480053e-003,
37-12934,CC_pa2,4.523006e-012,
37-12934,CC_ptca0,5.238802e+005,
37-12934,CC_ptca1,1.881643e+000,
37-12934,CC_ptca2,4.107530e-003,
37-12934,CC_ptcb0,2.516488e+001,
37-12934,CC_ptcb1,-2.250000e-004,
37-12934,CC_ptcb2,0.000000e+000,
37-12934,CC_ptempa0,-6.698608e+001,
37-12934,CC_ptempa1,5.303778e-002,
37-12934,CC_ptempa2,-8.127084e-007,
37-12934,CC_p_range,1450,
