serial,name,value,notes
16-50065,CC_a0,1.247085e-003,source_file CTDBP-F_SBE_16PlusV2_SN_16-50065_Calibration_Files_2024-01-24.zip > 50065.cal
16-50065,CC_a1,2.742598e-004,
16-50065,CC_a2,-9.887444e-007,
16-50065,CC_a3,1.774245e-007,
16-50065,CC_cpcor,-9.570000e-008,
16-50065,CC_ctcor,3.250000e-006,
16-50065,CC_g,-9.839089e-001,
16-50065,CC_h,1.520392e-001,
16-50065,CC_i,-1.395671e-004,
16-50065,CC_j,3.477317e-005,
16-50065,CC_pa0,6.075105e-001,
16-50065,CC_pa1,4.892748e-004,
16-50065,CC_pa2,-5.927287e-012,
16-50065,CC_ptca0,5.257716e+005,
16-50065,CC_ptca1,1.002980e+002,
16-50065,CC_ptca2,-2.017979e+000,
16-50065,CC_ptcb0,2.500738e+001,
16-50065,CC_ptcb1,-1.325000e-003,
16-50065,CC_ptcb2,0.000000e+000,
16-50065,CC_ptempa0,-6.719233e+001,
16-50065,CC_ptempa1,5.168553e+001,
16-50065,CC_ptempa2,-4.205983e-001,
