serial,name,value,notes
16-50062,CC_a0,1.245252e-003,source_file 50062.cal
16-50062,CC_a1,2.735835e-004,
16-50062,CC_a2,-9.096753e-007,
16-50062,CC_a3,1.769527e-007,
16-50062,CC_cpcor,-9.570000e-008,
16-50062,CC_ctcor,3.250000e-006,
16-50062,CC_g,-9.835821e-001,
16-50062,CC_h,1.394278e-001,
16-50062,CC_i,-1.261968e-004,
16-50062,CC_j,3.065599e-005,
16-50062,CC_pa0,2.336224e-001,
16-50062,CC_pa1,4.914302e-004,
16-50062,CC_pa2,-6.338372e-012,
16-50062,CC_ptca0,5.256318e+005,
16-50062,CC_ptca1,3.875838e+001,
16-50062,CC_ptca2,-7.735614e-001,
16-50062,CC_ptcb0,2.480937e+001,
16-50062,CC_ptcb1,6.750000e-004,
16-50062,CC_ptcb2,0.000000e+000,
16-50062,CC_ptempa0,-6.529686e+001,
16-50062,CC_ptempa1,5.169223e+001,
16-50062,CC_ptempa2,-2.846411e-001,
