serial,name,value,notes
16-50116,CC_a0,1.273361e-003,source_file CTDBP-F_SBE_16PlusV2_SN_16-50116_Calibration_Files_2025-02-07.zip > 50116.cal
16-50116,CC_a1,2.680890e-004,
16-50116,CC_a2,-3.386915e-007,
16-50116,CC_a3,1.492770e-007,
16-50116,CC_cpcor,-9.570000e-008,
16-50116,CC_ctcor,3.250000e-006,
16-50116,CC_g,-9.859649e-001,
16-50116,CC_h,1.552703e-001,
16-50116,CC_i,-1.348800e-004,
16-50116,CC_j,3.475653e-005,
16-50116,CC_pa0,-1.124254e-002,
16-50116,CC_pa1,4.838234e-004,
16-50116,CC_pa2,-3.613701e-012,
16-50116,CC_ptca0,5.249977e+005,
16-50116,CC_ptca1,-4.143398e-001,
16-50116,CC_ptca2,-1.731036e-002,
16-50116,CC_ptcb0,2.523313e+001,
16-50116,CC_ptcb1,6.250000e-004,
16-50116,CC_ptcb2,0.000000e+000,
16-50116,CC_ptempa0,1.447308e+006,
16-50116,CC_ptempa1,-7.102587e+005,
16-50116,CC_ptempa2,8.713894e+004,
