serial,name,value,notes
16-50142,CC_a0,1.256341e-003, source_file CTDBP-F_SBE_16PlusV2_SN_16-50142_Calibration_Files_2025-01-23.zip > 50142.cal
16-50142,CC_a1,2.711320e-004,
16-50142,CC_a2,-6.630850e-007,
16-50142,CC_a3,1.649012e-007,
16-50142,CC_cpcor,-9.570000e-008,
16-50142,CC_ctcor,3.250000e-006,
16-50142,CC_g,-1.000314e+000,
16-50142,CC_h,1.545647e-001,
16-50142,CC_i,-5.410129e-005,
16-50142,CC_j,2.883298e-005,
16-50142,CC_pa0,-3.599504e-003,
16-50142,CC_pa1,4.838137e-004,
16-50142,CC_pa2,-3.621598e-012,
16-50142,CC_ptca0,5.248251e+005,
16-50142,CC_ptca1,2.557134e+000,
16-50142,CC_ptca2,-1.442555e-001,
16-50142,CC_ptcb0,2.524618e+001,
16-50142,CC_ptcb1,-5.764411e-004,
16-50142,CC_ptcb2,0.000000e+000,
16-50142,CC_ptempa0,-5.532727e+001,
16-50142,CC_ptempa1,5.363391e+001,
16-50142,CC_ptempa2,-2.297986e-001,
