serial,name,value,notes
1435,CC_angular_resolution,1.076,Constant; source_file FLORT-D_BBFL2W_SN_1435_Calibration_Files_2025-01-29.zip > BBFL2W-1435.dev
1435,CC_dark_counts_cdom,49,
1435,CC_dark_counts_chlorophyll_a,63,
1435,CC_dark_counts_volume_scatter,56.5,
1435,CC_depolarization_ratio,0.039,Constant
1435,CC_measurement_wavelength,700,Constant
1435,CC_scale_factor_cdom,9.084E-02,
1435,CC_scale_factor_chlorophyll_a,7.504E-03,
1435,CC_scale_factor_volume_scatter,1.822E-06,
1435,CC_scattering_angle,124,Constant
