serial,name,value,notes
37-13436,CC_a0,-1.928435e-004,source_file CTDMO-S_SBE_37IM_SN_37-13436_Calibration_Files_2024-07-02.zip > 13436.cal
37-13436,CC_a1,3.142681e-004,
37-13436,CC_a2,-4.550475e-006,
37-13436,CC_a3,2.075757e-007,
37-13436,CC_g,-9.766611e-001,
37-13436,CC_h,1.368565e-001,
37-13436,CC_i,-2.584356e-004,
37-13436,CC_j,3.805399e-005,
37-13436,CC_ctcor,3.250000e-006,
37-13436,CC_cpcor,-9.570000e-008,
37-13436,CC_wbotc,3.426067e-007,
37-13436,CC_pa0,-3.444509e-002,
37-13436,CC_pa1,5.029084e-004,
37-13436,CC_pa2,-5.209840e-012,
37-13436,CC_ptca0,5.218506e+005,
37-13436,CC_ptca1,4.764960e+000,
37-13436,CC_ptca2,-3.477787e-001,
37-13436,CC_ptcb0,2.474150e+001,
37-13436,CC_ptcb1,1.000000e-004,
37-13436,CC_ptcb2,0.000000e+000,
37-13436,CC_ptempa0,-8.352358e+001,
37-13436,CC_ptempa1,4.732327e-002,
37-13436,CC_ptempa2,-2.163752e-007,
37-13436,CC_p_range,160,
