serial,name,value,notes
37-12402,CC_a0,-3.464222e-005,source_file CTDMO-S_SBE_37IM_SN_37-12402_Calibration_Files_2023-11-03.zip > 12402.cal
37-12402,CC_a1,2.921303e-004,
37-12402,CC_a2,-3.344577e-006,
37-12402,CC_a3,1.715452e-007,
37-12402,CC_cpcor,-9.570000e-008,
37-12402,CC_ctcor,3.250000e-006,
37-12402,CC_g,-9.832874e-001,
37-12402,CC_h,1.466682e-001,
37-12402,CC_i,-8.269161e-005,
37-12402,CC_j,2.733028e-005,
37-12402,CC_p_range,160,
37-12402,CC_pa0,1.620870e-002,
37-12402,CC_pa1,4.903043e-004,
37-12402,CC_pa2,-4.337509e-012,
37-12402,CC_ptca0,5.240651e+005,
37-12402,CC_ptca1,2.415447e+000,
37-12402,CC_ptca2,-4.376188e-002,
37-12402,CC_ptcb0,2.508363e+001,
37-12402,CC_ptcb1,-2.750000e-004,
37-12402,CC_ptcb2,0.000000e+000,
37-12402,CC_ptempa0,-7.725428e+001,
37-12402,CC_ptempa1,4.958921e-002,
37-12402,CC_ptempa2,-4.462718e-007,
37-12402,CC_wbotc,6.757779e-007,
