serial,name,value,notes
37-11648,CC_a0,-1.176590e-004,source_file CTDMO-S_SBE_37IM_SN_37-11648_Calibration_Files_2023-11-03.zip > 11648.cal
37-11648,CC_a1,3.087006e-004,
37-11648,CC_a2,-4.594944e-006,
37-11648,CC_a3,2.049536e-007,
37-11648,CC_cpcor,-9.570000e-008,
37-11648,CC_ctcor,3.250000e-006,
37-11648,CC_g,-9.960698e-001,
37-11648,CC_h,1.639886e-001,
37-11648,CC_i,-4.752122e-004,
37-11648,CC_j,6.116409e-005,
37-11648,CC_p_range,160,
37-11648,CC_pa0,3.374914e-002,
37-11648,CC_pa1,4.905318e-004,
37-11648,CC_pa2,-4.017783e-012,
37-11648,CC_ptca0,5.243494e+005,
37-11648,CC_ptca1,5.063127e+000,
37-11648,CC_ptca2,-8.588239e-002,
37-11648,CC_ptcb0,2.511463e+001,
37-11648,CC_ptcb1,5.263158e-004,
37-11648,CC_ptcb2,0.000000e+000,
37-11648,CC_ptempa0,-7.590562e+001,
37-11648,CC_ptempa1,4.831415e-002,
37-11648,CC_ptempa2,-1.898301e-007,
37-11648,CC_wbotc,7.421541e-007,
