serial,name,value,notes
37-13618,CC_a0,-1.527336e-004,source_file CTDMO-S_SBE_37IM_SN_37-13618_Calibration_Files_2024-06-06.zip > 13618.cal
37-13618,CC_a1,3.110469e-004,
37-13618,CC_a2,-4.601218e-006,
37-13618,CC_a3,2.079089e-007,
37-13618,CC_g,-1.008088e+000,
37-13618,CC_h,1.420595e-001,
37-13618,CC_i,-6.713730e-005,
37-13618,CC_j,2.727306e-005,
37-13618,CC_ctcor,3.250000e-006,
37-13618,CC_cpcor,-9.570000e-008,
37-13618,CC_wbotc,3.441213e-007,
37-13618,CC_pa0,1.957021e-002,
37-13618,CC_pa1,4.992646e-004,
37-13618,CC_pa2,-2.576555e-012,
37-13618,CC_ptca0,5.247267e+005,
37-13618,CC_ptca1,2.935519e+000,
37-13618,CC_ptca2,-5.512541e-002,
37-13618,CC_ptcb0,2.513038e+001,
37-13618,CC_ptcb1,-3.250000e-004,
37-13618,CC_ptcb2,0.000000e+000,
37-13618,CC_ptempa0,-8.453998e+001,
37-13618,CC_ptempa1,4.681853e-002,
37-13618,CC_ptempa2,-1.928292e-007,
37-13618,CC_p_range,160,
