serial,name,value,notes
721-2069,CC_k0,-1.573775,
721-2069,CC_k2,-9.248533e-04,
721-2069,CC_f,"[1.209311404361e-05,-3.053476811995e-09,-1.681525148452e-11,2.131886802438e-14,-9.792934714848e-18,1.596791536072e-21]",
721-2069,CC_ta0,-2.234170e-04,
721-2069,CC_ta1,3.162970e-04,
721-2069,CC_ta2,-4.457342e-06,
721-2069,CC_ta3,2.018253e-07,
721-2069,CC_cg,-1.010792e+00,
721-2069,CC_ch,1.207034e-01,
721-2069,CC_ci,-3.354826e-04,
721-2069,CC_cj,3.827552e-05,
721-2069,CC_ctcor,3.250000e-06,
721-2069,CC_cpcor,-9.570000e-08,
721-2069,CC_wbotc,-1.723008e-07,
721-2069,CC_pa0,-3.646343e-01,
721-2069,CC_pa1,8.943100e-03,
721-2069,CC_pa2,4.406392e-11,
721-2069,CC_ptca0,5.224557e+05,
721-2069,CC_ptca1,-1.057044e+01,
721-2069,CC_ptca2,3.723179e-01,
721-2069,CC_ptcb0,1.039013e+02,
721-2069,CC_ptcb1,-7.290556e-03,
721-2069,CC_ptcb2,0.000000e+00,
721-2069,CC_ptempa0,-9.672302e+01,
721-2069,CC_ptempa1,3.936815e-02,
721-2069,CC_ptempa2,1.498514e-06,
721-2069,CC_set_a0,1.051300e+00,
721-2069,CC_set_a1,-1.500000e-03,
721-2069,CC_set_a2,4.106546e-01,
721-2069,CC_set_b0,-2.321040e-01,
721-2069,CC_set_b1,1.634286e+00,
721-2069,CC_set_c0,9.710294e-02,
721-2069,CC_set_c1,4.126946e-03,
721-2069,CC_set_c2,5.772582e-05,
721-2069,CC_set_ta0,6.681883e-04,
721-2069,CC_set_ta1,2.608752e-04,
721-2069,CC_set_ta2,-2.416416e-07,
721-2069,CC_set_ta3,1.305083e-07,
721-2069,CC_set_e,1.100000e-02,
