serial,name,value,notes
16-50008,CC_a0,1.225097e-003,source_file CTDBP-D_SBE_16PlusV2_SN_16-50008_Calibration_Files_2024-05-31.zip > 50008.cal
16-50008,CC_a1,2.794365e-004,
16-50008,CC_a2,-1.418623e-006,
16-50008,CC_a3,1.921066e-007,
16-50008,CC_cpcor,-9.570000e-008,
16-50008,CC_ctcor,3.250000e-006,
16-50008,CC_g,-9.842379e-001,
16-50008,CC_h,1.410675e-001,
16-50008,CC_i,-2.645085e-004,
16-50008,CC_j,3.853383e-005,
16-50008,CC_pa0,2.107927e-001,
16-50008,CC_pa1,1.547814e-003,
16-50008,CC_pa2,6.577080e-012,
16-50008,CC_ptca0,5.257507e+005,
16-50008,CC_ptca1,8.375964e+000,
16-50008,CC_ptca2,-9.902612e-002,
16-50008,CC_ptcb0,2.509425e+001,
16-50008,CC_ptcb1,4.500000e-004,
16-50008,CC_ptcb2,0.000000e+000,
16-50008,CC_ptempa0,-6.273692e+001,
16-50008,CC_ptempa1,5.238696e+001,
16-50008,CC_ptempa2,-3.275333e-001,
