serial,name,value,notes
16P71174-7209,CC_a0,1.239425e-003,source_file CTDBP-D_SBE_16PlusV2_SN_16P71174-7209_Calibration_Files_2023-11-07.zip > 7209.cal
16P71174-7209,CC_a1,2.793095e-004,
16P71174-7209,CC_a2,-1.612390e-006,
16P71174-7209,CC_a3,2.019810e-007,
16P71174-7209,CC_cpcor,-9.570000e-008,
16P71174-7209,CC_ctcor,3.250000e-006,
16P71174-7209,CC_g,-9.548810e-001,
16P71174-7209,CC_h,1.337315e-001,
16P71174-7209,CC_i,-3.953447e-004,
16P71174-7209,CC_j,4.671665e-005,
16P71174-7209,CC_pa0,1.153161e-001,
16P71174-7209,CC_pa1,1.540645e-003,
16P71174-7209,CC_pa2,5.190574e-012,
16P71174-7209,CC_ptca0,5.248223e+005,
16P71174-7209,CC_ptca1,7.150755e+000,
16P71174-7209,CC_ptca2,-1.733330e-001,
16P71174-7209,CC_ptcb0,2.510600e+001,
16P71174-7209,CC_ptcb1,-1.000000e-003,
16P71174-7209,CC_ptcb2,0.000000e+000,
16P71174-7209,CC_ptempa0,-6.013781e+001,
16P71174-7209,CC_ptempa1,5.195887e+001,
16P71174-7209,CC_ptempa2,2.920152e-002,
