serial,name,value,notes
16P71879-7239,CC_a0,1.273173e-003,source_file CTDBP-D_SBE_16PlusV2_SN_16P71879-7239_Calibration_Files_2024-05-31.zip > 7239.cal
16P71879-7239,CC_a1,2.638788e-004,
16P71879-7239,CC_a2,4.971984e-007,
16P71879-7239,CC_a3,1.153248e-007,
16P71879-7239,CC_cpcor,-9.570000e-008,
16P71879-7239,CC_ctcor,3.250000e-006,
16P71879-7239,CC_g,-1.016272e+000,
16P71879-7239,CC_h,1.552346e-001,
16P71879-7239,CC_i,-3.993438e-004,
16P71879-7239,CC_j,5.413224e-005,
16P71879-7239,CC_pa0,2.503202e-001,
16P71879-7239,CC_pa1,1.551430e-003,
16P71879-7239,CC_pa2,3.223445e-012,
16P71879-7239,CC_ptca0,5.257282e+005,
16P71879-7239,CC_ptca1,1.019053e+001,
16P71879-7239,CC_ptca2,-1.257374e-001,
16P71879-7239,CC_ptcb0,2.505350e+001,
16P71879-7239,CC_ptcb1,9.000000e-004,
16P71879-7239,CC_ptcb2,0.000000e+000,
16P71879-7239,CC_ptempa0,-6.219232e+001,
16P71879-7239,CC_ptempa1,5.393939e+001,
16P71879-7239,CC_ptempa2,-6.165360e-001,
