serial,name,value,notes
16-50124,CC_a0,1.244931e-003,source_file 50124.cal
16-50124,CC_a1,2.782309e-004,
16-50124,CC_a2,-1.578379e-006,
16-50124,CC_a3,2.018994e-007,
16-50124,CC_cpcor,-9.570000e-008,
16-50124,CC_ctcor,3.250000e-006,
16-50124,CC_g,-9.884402e-001,
16-50124,CC_h,1.461568e-001,
16-50124,CC_i,-1.554177e-004,
16-50124,CC_j,3.438596e-005,
16-50124,CC_pa0,1.244762e+000,
16-50124,CC_pa1,3.184317e-003,
16-50124,CC_pa2,8.567545e-011,
16-50124,CC_ptca0,5.248100e+005,
16-50124,CC_ptca1,2.346810e+000,
16-50124,CC_ptca2,6.569543e-001,
16-50124,CC_ptcb0,2.505187e+001,
16-50124,CC_ptcb1,-1.025000e-003,
16-50124,CC_ptcb2,0.000000e+000,
16-50124,CC_ptempa0,2.116381e+002,
16-50124,CC_ptempa1,-1.135420e+002,
16-50124,CC_ptempa2,1.200686e+001,
