serial,name,value,notes
16-50076,CC_a0,1.232569e-003,source_file CTDBP-P_SBE_16PlusV2_SN_16-50076_Calibration_Files_2024-01-24.zip > 50076.cal
16-50076,CC_a1,2.788832e-004,
16-50076,CC_a2,-1.589918e-006,
16-50076,CC_a3,2.015700e-007,
16-50076,CC_cpcor,-9.570000e-008,
16-50076,CC_ctcor,3.250000e-006,
16-50076,CC_g,-9.762957e-001,
16-50076,CC_h,1.485794e-001,
16-50076,CC_i,-8.574259e-005,
16-50076,CC_j,3.008220e-005,
16-50076,CC_pa0,-2.725202e+000,
16-50076,CC_pa1,2.635364e-003,
16-50076,CC_pa2,1.766562e-011,
16-50076,CC_ptca0,5.246617e+005,
16-50076,CC_ptca1,-6.357427e+001,
16-50076,CC_ptca2,8.125599e-001,
16-50076,CC_ptcb0,2.517413e+001,
16-50076,CC_ptcb1,-1.750000e-004,
16-50076,CC_ptcb2,0.000000e+000,
16-50076,CC_ptempa0,-1.170902e+002,
16-50076,CC_ptempa1,1.108357e+002,
16-50076,CC_ptempa2,-1.798861e+001,
