serial,name,value,notes
16-50124,CC_a0,1.244769e-003,source_file CTDBP-P_SBE_16PlusV2_SN_16-50124_Calibration_Files_2025-01-15.zip > 50124.cal
16-50124,CC_a1,2.783942e-004,
16-50124,CC_a2,-1.610883e-006,
16-50124,CC_a3,2.037351e-007,
16-50124,CC_cpcor,-9.570000e-008,
16-50124,CC_ctcor,3.250000e-006,
16-50124,CC_g,-9.877137e-001,
16-50124,CC_h,1.458320e-001,
16-50124,CC_i,-4.669218e-005,
16-50124,CC_j,2.469144e-005,
16-50124,CC_pa0,1.061454e+000,
16-50124,CC_pa1,3.171314e-003,
16-50124,CC_pa2,9.552742e-011,
16-50124,CC_ptca0,5.246720e+005,
16-50124,CC_ptca1,1.768680e+000,
16-50124,CC_ptca2,6.779577e-001,
16-50124,CC_ptcb0,2.505187e+001,
16-50124,CC_ptcb1,-1.025000e-003,
16-50124,CC_ptcb2,0.000000e+000,
16-50124,CC_ptempa0,2.116362e+002,
16-50124,CC_ptempa1,-1.135403e+002,
16-50124,CC_ptempa2,1.200646e+001,
