serial,name,value,notes
16-50072,CC_a0,1.242820e-003,source_file CTDBP-P_SBE_16PlusV2_SN_16-50072_Calibration_Files_2024-01-24.zip > 50072.cal
16-50072,CC_a1,2.766936e-004,
16-50072,CC_a2,-1.340810e-006,
16-50072,CC_a3,1.955313e-007,
16-50072,CC_cpcor,-9.570000e-008,
16-50072,CC_ctcor,3.250000e-006,
16-50072,CC_g,-9.987215e-001,
16-50072,CC_h,1.532342e-001,
16-50072,CC_i,-3.958147e-004,
16-50072,CC_j,5.486939e-005,
16-50072,CC_pa0,-6.771386e-001,
16-50072,CC_pa1,2.647230e-003,
16-50072,CC_pa2,2.108803e-011,
16-50072,CC_ptca0,5.240134e+005,
16-50072,CC_ptca1,-1.722361e+001,
16-50072,CC_ptca2,2.513888e-001,
16-50072,CC_ptcb0,2.498613e+001,
16-50072,CC_ptcb1,-3.750000e-004,
16-50072,CC_ptcb2,0.000000e+000,
16-50072,CC_ptempa0,-1.170902e+002,
16-50072,CC_ptempa1,1.108357e+002,
16-50072,CC_ptempa2,-1.798861e+001,
