serial,name,value,notes
969,CC_angular_resolution,1.076,
969,CC_dark_counts_cdom,44,
969,CC_dark_counts_chlorophyll_a,49,
969,CC_dark_counts_volume_scatter,48,
969,CC_depolarization_ratio,0.039,
969,CC_measurement_wavelength,700,
969,CC_scale_factor_cdom,0.0986638721222982,New cdom scaling factor = old scaling factor (0.0613) * scaling factor (5.62) * correction factor (0.28639231863102)
969,CC_scale_factor_chlorophyll_a,0.0118,
969,CC_scale_factor_volume_scatter,3.307E-06,
969,CC_scattering_angle,124,
