serial,name,value,notes
16-50011,CC_a0,1.264462e-03,generated from QCT file 3305-00102-00401-A.cap
16-50011,CC_a1,2.735383e-04,
16-50011,CC_a2,-1.121774e-06,
16-50011,CC_a3,1.812521e-07,
16-50011,CC_cpcor,-9.570000e-08,
16-50011,CC_ctcor,3.250000e-06,
16-50011,CC_g,-1.003947e+00,
16-50011,CC_h,1.431909e-01,
16-50011,CC_i,-3.145537e-04,
16-50011,CC_j,4.558168e-05,
16-50011,CC_pa0,-8.852651e-02,
16-50011,CC_pa1,4.886139e-04,
16-50011,CC_pa2,-5.831272e-12,
16-50011,CC_ptca0,5.247425e+05,
16-50011,CC_ptca1,-2.052783e+01,
16-50011,CC_ptca2,5.557943e-01,
16-50011,CC_ptcb0,2.502625e+01,
16-50011,CC_ptcb1,-3.500000e-04,
16-50011,CC_ptcb2,0.000000e+00,
16-50011,CC_ptempa0,-5.880148e+01,
16-50011,CC_ptempa1,5.425661e+01,
16-50011,CC_ptempa2,-5.579371e-01,
