serial,name,value,notes
16-50013,CC_a0,1.255015e-03,date in filename comes from latest sensor caldate within QCT cap file
16-50013,CC_a1,2.770226e-04,
16-50013,CC_a2,-1.568292e-06,
16-50013,CC_a3,2.007356e-07,
16-50013,CC_cpcor,-9.570000e-08,
16-50013,CC_ctcor,3.250000e-06,
16-50013,CC_g,-9.892601e-01,
16-50013,CC_h,1.425569e-01,
16-50013,CC_i,-8.103453e-04,
16-50013,CC_j,8.449915e-05,
16-50013,CC_pa0,-3.057248e-02,
16-50013,CC_pa1,4.882467e-04,
16-50013,CC_pa2,-5.928482e-12,
16-50013,CC_ptca0,5.259905e+05,
16-50013,CC_ptca1,-1.060231e-02,
16-50013,CC_ptca2,-1.218321e-01,
16-50013,CC_ptcb0,2.517488e+01,
16-50013,CC_ptcb1,1.175000e-03,
16-50013,CC_ptcb2,0.000000e+00,
16-50013,CC_ptempa0,-5.806316e+01,
16-50013,CC_ptempa1,5.310206e+01,
16-50013,CC_ptempa2,-3.690003e-01,
