serial,name,value,notes
16-50151,CC_a0,1.268060e-03,generated from QCT file 3305-00102-00382-A.cap
16-50151,CC_a1,2.672853e-04,
16-50151,CC_a2,-1.139454e-07,
16-50151,CC_a3,1.383355e-07,
16-50151,CC_cpcor,-9.570000e-08,
16-50151,CC_ctcor,3.250000e-06,
16-50151,CC_g,-9.913826e-01,
16-50151,CC_h,1.512418e-01,
16-50151,CC_i,-3.283186e-04,
16-50151,CC_j,4.623582e-05,
16-50151,CC_pa0,3.804002e-02,
16-50151,CC_pa1,4.868853e-04,
16-50151,CC_pa2,-3.862239e-12,
16-50151,CC_ptca0,5.243025e+05,
16-50151,CC_ptca1,6.627250e+00,
16-50151,CC_ptca2,-1.433512e-01,
16-50151,CC_ptcb0,2.503250e+01,
16-50151,CC_ptcb1,-3.000000e-04,
16-50151,CC_ptcb2,0.000000e+00,
16-50151,CC_ptempa0,-6.473233e+01,
16-50151,CC_ptempa1,5.595879e+01,
16-50151,CC_ptempa2,-1.385213e+00,
