serial,name,value,notes
16-50127,CC_a0,1.23303207e-003,
16-50127,CC_a1,2.74511292e-004,
16-50127,CC_a2,-7.21794124e-007,
16-50127,CC_a3,1.69709562e-007,
16-50127,CC_cpcor,-9.57000000e-008,
16-50127,CC_ctcor,3.2500e-006,
16-50127,CC_g,-9.75156036e-001,
16-50127,CC_h,1.49115457e-001,
16-50127,CC_i,-1.83289753e-004,
16-50127,CC_j,3.67393422e-005,
16-50127,CC_pa0,6.55087496e-002,
16-50127,CC_pa1,1.55071862e-003,
16-50127,CC_pa2,5.77780761e-012,
16-50127,CC_ptca0,5.24181074e+005,
16-50127,CC_ptca1,4.06861799e+000,
16-50127,CC_ptca2,-9.85180640e-002,
16-50127,CC_ptcb0,2.49553750e+001,
16-50127,CC_ptcb1,-1.25000000e-004,
16-50127,CC_ptcb2,0.00000000e+000,
16-50127,CC_ptempa0,-7.76953563e+001,
16-50127,CC_ptempa1,4.61598978e+001,
16-50127,CC_ptempa2,1.73672648e-001,
16-50127,CC_offset,0,
