serial,name,value,notes
16-7233,CC_a0,1.23829545e-003,
16-7233,CC_a1,2.76899997e-004,
16-7233,CC_a2,-1.29820223e-006,
16-7233,CC_a3,1.88666529e-007,
16-7233,CC_cpcor,-9.57000000e-008,
16-7233,CC_ctcor,3.2500e-006,
16-7233,CC_g,-9.61016305e-001,
16-7233,CC_h,1.27917696e-001,
16-7233,CC_i,-2.28188564e-004,
16-7233,CC_j,3.30327778e-005,
16-7233,CC_pa0,7.16780805e-002,
16-7233,CC_pa1,1.54104331e-003,
16-7233,CC_pa2,5.50018203e-012,
16-7233,CC_ptca0,5.25215724e+005,
16-7233,CC_ptca1,4.59407014e+000,
16-7233,CC_ptca2,-1.14900407e-001,
16-7233,CC_ptcb0,2.51537500e+001,
16-7233,CC_ptcb1,-4.50000000e-004,
16-7233,CC_ptcb2,0.00000000e+000,
16-7233,CC_ptempa0,-5.26891867e+001,
16-7233,CC_ptempa1,5.57109099e+001,
16-7233,CC_ptempa2,-3.01112969e-001,
16-7233,CC_offset,0,
