serial,name,value,notes
16-50030,CC_a0,1.24887130e-003,
16-50030,CC_a1,2.72858341e-004,
16-50030,CC_a2,-8.21035181e-007,
16-50030,CC_a3,1.71661147e-007,
16-50030,CC_cpcor,-9.57000000e-008,
16-50030,CC_ctcor,3.2500e-006,
16-50030,CC_g,-9.81711758e-001,
16-50030,CC_h,1.33772790e-001,
16-50030,CC_i,-7.51007818e-005,
16-50030,CC_j,2.50680290e-005,
16-50030,CC_pa0,3.21861194e-001,
16-50030,CC_pa1,1.54356565e-003,
16-50030,CC_pa2,6.58514757e-012,
16-50030,CC_ptca0,5.25060162e+005,
16-50030,CC_ptca1,1.31789220e+001,
16-50030,CC_ptca2,-1.73412351e-001,
16-50030,CC_ptcb0,2.50590000e+001,
16-50030,CC_ptcb1,2.00000000e-004,
16-50030,CC_ptcb2,0.00000000e+000,
16-50030,CC_ptempa0,-6.63450255e+001,
16-50030,CC_ptempa1,5.22524474e+001,
16-50030,CC_ptempa2,-4.86606157e-001,
16-50030,CC_offset,0,
