serial,name,value,notes
16-50113,CC_a0,1.27069445e-003,
16-50113,CC_a1,2.72652635e-004,
16-50113,CC_a2,-1.15466826e-006,
16-50113,CC_a3,1.81663377e-007,
16-50113,CC_cpcor,-9.57000000e-008,
16-50113,CC_ctcor,3.2500e-006,
16-50113,CC_g,-9.71504993e-001,
16-50113,CC_h,1.51091882e-001,
16-50113,CC_i,-9.46921072e-005,
16-50113,CC_j,3.17490494e-005,
16-50113,CC_pa0,1.35380480e-001,
16-50113,CC_pa1,1.55008854e-003,
16-50113,CC_pa2,7.63991931e-012,
16-50113,CC_ptca0,5.24005439e+005,
16-50113,CC_ptca1,7.39454253e+000,
16-50113,CC_ptca2,-1.26460372e-001,
16-50113,CC_ptcb0,2.49222500e+001,
16-50113,CC_ptcb1,-3.50000000e-004,
16-50113,CC_ptcb2,0.00000000e+000,
16-50113,CC_ptempa0,-8.21301035e+001,
16-50113,CC_ptempa1,4.59995090e+001,
16-50113,CC_ptempa2,3.77945465e-003,
16-50113,CC_offset,0,
