serial,name,value,notes
16-50118,CC_a0,1.26512136e-003,
16-50118,CC_a1,2.71862418e-004,
16-50118,CC_a2,-1.00725231e-006,
16-50118,CC_a3,1.74222510e-007,
16-50118,CC_cpcor,-9.57000000e-008,
16-50118,CC_ctcor,3.2500e-006,
16-50118,CC_g,-9.95118039e-001,
16-50118,CC_h,1.38266920e-001,
16-50118,CC_i,-6.45731917e-005,
16-50118,CC_j,2.71613112e-005,
16-50118,CC_pa0,9.06628211e-002,
16-50118,CC_pa1,1.55299281e-003,
16-50118,CC_pa2,5.80807829e-012,
16-50118,CC_ptca0,5.24568870e+005,
16-50118,CC_ptca1,5.47165182e+000,
16-50118,CC_ptca2,-1.27088604e-001,
16-50118,CC_ptcb0,2.49785000e+001,
16-50118,CC_ptcb1,1.00000000e-004,
16-50118,CC_ptcb2,0.00000000e+000,
16-50118,CC_ptempa0,-7.75904411e+001,
16-50118,CC_ptempa1,4.64364964e+001,
16-50118,CC_ptempa2,9.83739729e-003,
16-50118,CC_offset,0,
