serial,name,value,notes
16-50112,CC_a0,1.26781828e-003,
16-50112,CC_a1,2.71959929e-004,
16-50112,CC_a2,-1.00908665e-006,
16-50112,CC_a3,1.73573290e-007,
16-50112,CC_cpcor,-9.57000000e-008,
16-50112,CC_ctcor,3.2500e-006,
16-50112,CC_g,-9.72707239e-001,
16-50112,CC_h,1.47078092e-001,
16-50112,CC_i,-7.63348249e-005,
16-50112,CC_j,2.64876139e-005,
16-50112,CC_pa0,1.43978042e-001,
16-50112,CC_pa1,1.54979747e-003,
16-50112,CC_pa2,5.87114799e-012,
16-50112,CC_ptca0,5.23860147e+005,
16-50112,CC_ptca1,7.47054926e+000,
16-50112,CC_ptca2,-1.47095391e-001,
16-50112,CC_ptcb0,2.48405000e+001,
16-50112,CC_ptcb1,1.00000000e-004,
16-50112,CC_ptcb2,0.00000000e+000,
16-50112,CC_ptempa0,-7.76721151e+001,
16-50112,CC_ptempa1,4.52180014e+001,
16-50112,CC_ptempa2,3.83082461e-001,
16-50112,CC_offset,0,
