serial,name,value,notes
16-50019,CC_a0,1.24452363e-003,
16-50019,CC_a1,2.74990746e-004,
16-50019,CC_a2,-1.11179070e-006,
16-50019,CC_a3,1.80637873e-007,
16-50019,CC_cpcor,-9.57000000e-008,
16-50019,CC_ctcor,3.2500e-006,
16-50019,CC_g,-1.00132791e+000,
16-50019,CC_h,1.43475638e-001,
16-50019,CC_i,-1.80406438e-004,
16-50019,CC_j,3.60937181e-005,
16-50019,CC_pa0,3.98762866e-002,
16-50019,CC_pa1,1.54620380e-003,
16-50019,CC_pa2,6.71893221e-012,
16-50019,CC_ptca0,5.25432570e+005,
16-50019,CC_ptca1,-3.52267124e+000,
16-50019,CC_ptca2,2.28511945e-001,
16-50019,CC_ptcb0,2.50478750e+001,
16-50019,CC_ptcb1,-2.50000000e-005,
16-50019,CC_ptcb2,0.00000000e+000,
16-50019,CC_ptempa0,-6.62205501e+001,
16-50019,CC_ptempa1,5.28313969e+001,
16-50019,CC_ptempa2,-5.28937769e-001,
16-50019,CC_offset,0,
