serial,name,value,notes
16-50122,CC_a0,1.24867031e-003,
16-50122,CC_a1,2.76175605e-004,
16-50122,CC_a2,-1.39168701e-006,
16-50122,CC_a3,1.91930746e-007,
16-50122,CC_cpcor,-9.57000000e-008,
16-50122,CC_ctcor,3.2500e-006,
16-50122,CC_g,-1.01642971e+000,
16-50122,CC_h,1.60201574e-001,
16-50122,CC_i,-1.13795982e-004,
16-50122,CC_j,3.45580164e-005,
16-50122,CC_pa0,1.19808054e-001,
16-50122,CC_pa1,1.54916701e-003,
16-50122,CC_pa2,5.70390104e-012,
16-50122,CC_ptca0,5.24259852e+005,
16-50122,CC_ptca1,6.72493360e+000,
16-50122,CC_ptca2,-1.44389294e-001,
16-50122,CC_ptcb0,2.48492500e+001,
16-50122,CC_ptcb1,2.50000000e-004,
16-50122,CC_ptcb2,0.00000000e+000,
16-50122,CC_ptempa0,-8.01338998e+001,
16-50122,CC_ptempa1,4.51920372e+001,
16-50122,CC_ptempa2,2.39335305e-001,
16-50122,CC_offset,0,
