serial,name,value,notes
16-50112,CC_a0,1.27265013e-003,
16-50112,CC_a1,2.70102180e-004,
16-50112,CC_a2,-7.71804147e-007,
16-50112,CC_a3,1.63508020e-007,
16-50112,CC_cpcor,-9.57000000e-008,
16-50112,CC_ctcor,3.2500e-006,
16-50112,CC_g,-9.79344254e-001,
16-50112,CC_h,1.48232593e-001,
16-50112,CC_i,-3.25656076e-004,
16-50112,CC_j,4.46737285e-005,
16-50112,CC_pa0,1.58510422e-001,
16-50112,CC_pa1,1.54975941e-003,
16-50112,CC_pa2,5.92156280e-012,
16-50112,CC_ptca0,5.23896545e+005,
16-50112,CC_ptca1,6.79354384e+000,
16-50112,CC_ptca2,-9.82547983e-002,
16-50112,CC_ptcb0,2.48405000e+001,
16-50112,CC_ptcb1,1.00000000e-004,
16-50112,CC_ptcb2,0.00000000e+000,
16-50112,CC_ptempa0,-7.82569484e+001,
16-50112,CC_ptempa1,4.57783118e+001,
16-50112,CC_ptempa2,2.53659140e-001,
16-50112,CC_offset,0,
