serial,name,value,notes
37-13377,CC_a0,-1.074508e-004,source_file CTDMO-R_SBE_37IM_SN_37-13377_Calibration_Files_2025-01-14.zip > 13377.cal
37-13377,CC_a1,3.099330e-004,
37-13377,CC_a2,-4.759918e-006,
37-13377,CC_a3,2.061635e-007,
37-13377,CC_g,-1.015562e+000,
37-13377,CC_h,1.561982e-001,
37-13377,CC_i,-4.540081e-004,
37-13377,CC_j,5.916343e-005,
37-13377,CC_ctcor,3.250000e-006,
37-13377,CC_cpcor,-9.570000e-008,
37-13377,CC_wbotc,2.811162e-007,
37-13377,CC_pa0,5.197123e+000,
37-13377,CC_pa1,1.579570e-002,
37-13377,CC_pa2,-6.632928e-010,
37-13377,CC_ptca0,5.246639e+005,
37-13377,CC_ptca1,1.687200e+001,
37-13377,CC_ptca2,-9.061209e-002,
37-13377,CC_ptcb0,2.498750e+001,
37-13377,CC_ptcb1,-3.000000e-004,
37-13377,CC_ptcb2,0.000000e+000,
37-13377,CC_ptempa0,-6.951053e+001,
37-13377,CC_ptempa1,5.011893e-002,
37-13377,CC_ptempa2,-2.453843e-007,
37-13377,CC_p_range,5076,
