serial,name,value,notes
37-13629,CC_a0,-1.052025e-004,source_file CTDMO-R_SBE_37IM_SN_37-13629_Calibration_Files_2024-01-12.zip > 13629.cal
37-13629,CC_a1,3.057773e-004,
37-13629,CC_a2,-4.387719e-006,
37-13629,CC_a3,2.017697e-007,
37-13629,CC_g,-9.746902e-001,
37-13629,CC_h,1.389119e-001,
37-13629,CC_i,-1.650759e-004,
37-13629,CC_j,3.244599e-005,
37-13629,CC_ctcor,3.250000e-006,
37-13629,CC_cpcor,-9.570000e-008,
37-13629,CC_wbotc,1.571752e-007,
37-13629,CC_pa0,-6.797608e-001,
37-13629,CC_pa1,1.630603e-002,
37-13629,CC_pa2,-8.027736e-010,
37-13629,CC_ptca0,5.245084e+005,
37-13629,CC_ptca1,-3.143213e-001,
37-13629,CC_ptca2,-7.539950e-002,
37-13629,CC_ptcb0,2.498152e+001,
37-13629,CC_ptcb1,1.000000e-004,
37-13629,CC_ptcb2,0.000000e+000,
37-13629,CC_ptempa0,1.703021e+002,
37-13629,CC_ptempa1,-1.006198e-001,
37-13629,CC_ptempa2,3.256457e-006,
37-13629,CC_p_range,5076,
