serial,name,value,notes
37-13375,CC_a0,-1.648307e-004,source_file: 13375.cal
37-13375,CC_a1,3.152402e-004,
37-13375,CC_a2,-4.925665e-006,
37-13375,CC_a3,2.132163e-007,
37-13375,CC_g,-9.883851e-001,
37-13375,CC_h,1.385176e-001,
37-13375,CC_i,-9.546623e-005,
37-13375,CC_j,2.748925e-005,
37-13375,CC_ctcor,3.250000e-006,
37-13375,CC_cpcor,-9.570000e-008,
37-13375,CC_wbotc,3.118929e-007,
37-13375,CC_pa0,5.119290e-002,
37-13375,CC_pa1,1.621071e-002,
37-13375,CC_pa2,-7.042722e-010,
37-13375,CC_ptca0,5.227645e+005,
37-13375,CC_ptca1,4.516810e-001,
37-13375,CC_ptca2,-2.925703e-002,
37-13375,CC_ptcb0,2.497814e+001,
37-13375,CC_ptcb1,-1.371571e-003,
37-13375,CC_ptcb2,0.000000e+000,
37-13375,CC_ptempa0,-6.926935e+001,
37-13375,CC_ptempa1,5.062971e-002,
37-13375,CC_ptempa2,-4.383899e-007,
37-13375,CC_p_range,5076,
